index,name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,constitution_save,intelligence_save,wisdom_save,history,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities/0/name,special_abilities/0/desc,special_abilities/0/attack_bonus,special_abilities/1/name,special_abilities/1/desc,special_abilities/1/attack_bonus,special_abilities/2/name,special_abilities/2/desc,special_abilities/2/attack_bonus,actions/0/name,actions/0/desc,actions/0/attack_bonus,actions/1/name,actions/1/desc,actions/1/attack_bonus,actions/1/damage_dice,actions/1/damage_bonus,actions/2/name,actions/2/desc,actions/2/attack_bonus,actions/2/damage_dice,actions/2/damage_bonus,actions/3/name,actions/3/desc,actions/3/attack_bonus,legendary_actions/0/name,legendary_actions/0/desc,legendary_actions/0/attack_bonus,legendary_actions/1/name,legendary_actions/1/desc,legendary_actions/1/attack_bonus,legendary_actions/2/name,legendary_actions/2/desc,legendary_actions/2/attack_bonus,url,medicine,religion,actions/0/damage_dice,dexterity_save,charisma_save,stealth,actions/3/damage_dice,actions/3/damage_bonus,actions/4/name,actions/4/desc,actions/4/attack_bonus,actions/5/name,actions/5/desc,actions/5/attack_bonus,actions/5/damage_dice,persuasion,insight,deception,actions/6/name,actions/6/desc,actions/6/attack_bonus,actions/6/damage_dice,arcana,actions/0/damage_bonus,athletics,acrobatics,special_abilities/2/damage_dice,special_abilities/0/damage_dice,strength_save,special_abilities/1/damage_dice,special_abilities/3/name,special_abilities/3/desc,special_abilities/3/attack_bonus,reactions/0/name,reactions/0/desc,reactions/0/attack_bonus,actions/4/damage_dice,actions/4/damage_bonus,actions/5/damage_bonus,survival,special_abilities/4/name,special_abilities/4/desc,special_abilities/4/attack_bonus,investigation,nature,special_abilities/5/name,special_abilities/5/desc,special_abilities/5/attack_bonus,intimidation,legendary_actions/3/name,legendary_actions/3/desc,legendary_actions/3/attack_bonus,legendary_actions/3/damage_dice,legendary_actions/4/name,legendary_actions/4/desc,legendary_actions/4/attack_bonus,performance
206,Mummy Lord,Medium,undead,,lawful evil,17,97,13d8,20 ft.,18,10,17,11,18,16,8,5,9,5,,bludgeoning,,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, poisoned","darkvision 60 ft., passive Perception 14",the languages it knew in life,15,Magic Resistance,The mummy lord has advantage on saving throws against spells and other magical effects.,0,Rejuvenation,"A destroyed mummy lord gains a new body in 24 hours if its heart is intact, regaining all its hit points and becoming active again. The new body appears within 5 feet of the mummy lord's heart.",0,Spellcasting,"The mummy lord is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 17, +9 to hit with spell attacks). The mummy lord has the following cleric spells prepared:

- Cantrips (at will): sacred flame, thaumaturgy
- 1st level (4 slots): command, guiding bolt, shield of faith
- 2nd level (3 slots): hold person, silence, spiritual weapon
- 3rd level (3 slots): animate dead, dispel magic
- 4th level (3 slots): divination, guardian of faith
- 5th level (2 slots): contagion, insect plague
- 6th level (1 slot): harm",0,Multiattack,The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,0,Rotting Fist,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 14 (3d6 + 4) bludgeoning damage plus 21 (6d6) necrotic damage. If the target is a creature, it must succeed on a DC 16 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.",9,3d6 + 6d6,4,Dreadful Glare,"The mummy lord targets one creature it can see within 60 feet of it. If the target can see the mummy lord, it must succeed on a DC 16 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies and mummy lords for the next 24 hours.",0,,,,,,Attack,The mummy lord makes one attack with its rotting fist or uses its Dreadful Glare.,0,Blinding Dust,Blinding dust and sand swirls magically around the mummy lord. Each creature within 5 feet of the mummy lord must succeed on a DC 16 Constitution saving throw or be blinded until the end of the creature's next turn.,0,Blasphemous Word (Costs 2 Actions),The mummy lord utters a blasphemous word. Each non-undead creature within 10 feet of the mummy lord that can hear the magical utterance must succeed on a DC 16 Constitution saving throw or be stunned until the end of the mummy lord's next turn.,0,http://www.dnd5eapi.co/api/monsters/206,,5,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Channel Negative Energy (Costs 2 Actions),"The mummy lord magically unleashes negative energy. Creatures within 60 feet of the mummy lord, including ones behind barriers and around corners, can't regain hit points until the end of the mummy lord's next turn.",0,,Whirlwind of Sand (Costs 2 Actions),"The mummy lord magically transforms into a whirlwind of sand, moves up to 60 feet, and reverts to its normal form. While in whirlwind form, the mummy lord is immune to all damage, and it can't be grappled, petrified, knocked prone, restrained, or stunned. Equipment worn or carried by the mummy lord remain in its possession.",0,
207,Nalfeshnee,Large,fiend,demon,chaotic evil,18,184,16d10,"20 ft., fly 30 ft.",21,10,22,19,12,15,11,9,6,,,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"truesight 120 ft., passive Perception 11","Abyssal, telepathy 120 ft.",13,Magic Resistance,The nalfeshnee has advantage on saving throws against spells and other magical effects.,0,,,,,,,Multiattack,The nalfeshnee uses Horror Nimbus if it can.  It then makes three attacks: one with its bite and two with its claws.,0,Bite,"Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 32 (5d10 + 5) piercing damage.",10,5d10,5,Claw,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (3d6 + 5) slashing damage.",10,3d6,5,Horror Nimbus (Recharge 5-6),"The nalfeshnee magically emits scintillating, multicolored light. Each creature within 15 feet of the nalfeshnee that can see the light must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the nalfeshnee's Horror Nimbus for the next 24 hours.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/207,,,,,7,,,,Teleport,"The nalfeshnee magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",0,Variant: Summon Demon (1/Day),"The demon chooses what to summon and attempts a magical summoning.
A nalfeshnee has a 50 percent chance of summoning 1d4 vrocks, 1d3 hezrous, 1d2 glabrezus, or one nalfeshnee.
A summoned demon appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can't summon other demons. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Night Hag,Medium,fiend,,neutral evil,17,112,15d8,30 ft.,18,15,16,16,14,16,,,,,6,,"cold, fire; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",,charmed,"darkvision 120 ft., passive Perception 16","Abyssal, Common, Infernal, Primordial",5,Innate Spellcasting,"The hag's innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). She can innately cast the following spells, requiring no material components:

At will: detect magic, magic missile
2/day each: plane shift (self only), ray of enfeeblement, sleep",0,Magic Resistance,The hag has advantage on saving throws against spells and other magical effects.,0,Night Hag Items,"A night hag carries two very rare magic items that she must craft for herself If either object is lost, the night hag will go to great lengths to retrieve it, as creating a new tool takes time and effort.
Heartstone: This lustrous black gem allows a night hag to become ethereal while it is in her possession. The touch of a heartstone also cures any disease. Crafting a heartstone takes 30 days.
Soul Bag: When an evil humanoid dies as a result of a night hag's Nightmare Haunting, the hag catches the soul in this black sack made of stitched flesh. A soul bag can hold only one evil soul at a time, and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag).",0,Claws (Hag Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",7,Change Shape,"The hag magically polymorphs into a Small or Medium female humanoid, or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies.",0,,,Etherealness,"The hag magically enters the Ethereal Plane from the Material Plane, or vice versa. To do so, the hag must have a heartstone in her possession.",0,,,Nightmare Haunting (1/Day),"While on the Ethereal Plane, the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and good spell cast on the target prevents this contact, as does a magic circle. As long as the contact persists, the target has dreadful visions. If these visions last for at least 1 hour, the target gains no benefit from its rest, and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0, the target dies, and if the target was evil, its soul is trapped in the hag's soul bag. The reduction to the target's hit point maximum lasts until removed by the greater restoration spell or similar magic.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/208,,,2d8,,,6,,,,,,,,,,,6,7,,,,,,4,,,,,,,Hag Coven,"When hags must work together, they form covens, in spite of their selfish natures. A coven is made up of hags of any type, all of whom are equals within the group. However, each of the hags continues to desire more personal power.
A coven consists of three hags so that any arguments between two hags can be settled by the third. If more than three hags ever come together, as might happen if two covens come into conflict, the result is usually chaos.",0,,,,,,,,Shared Spellcasting (Coven Only),"While all three members of a hag coven are within 30 feet of one another, they can each cast the following spells from the wizard's spell list but must share the spell slots among themselves:

- 1st level (4 slots): identify, ray of sickness
- 2nd level (3 slots): hold person, locate object
- 3rd level (3 slots): bestow curse, counterspell, lightning bolt
- 4th level (3 slots): phantasmal killer, polymorph
- 5th level (2 slots): contact other plane, scrying
- 6th level (1 slot): eye bite

For casting these spells, each hag is a 12th-level spellcaster that uses Intelligence as her spellcasting ability. The spell save DC is 12+the hag's Intelligence modifier, and the spell attack bonus is 4+the hag's Intelligence modifier.",0,,,Hag Eye (Coven Only),"A hag coven can craft a magic item called a hag eye, which is made from a real eye coated in varnish and often fitted to a pendant or other wearable item. The hag eye is usually entrusted to a minion for safekeeping and transport. A hag in the coven can take an action to see what the hag eye sees if the hag eye is on the same plane of existence. A hag eye has AC 10, 1 hit point, and darkvision with a radius of 60 feet. If it is destroyed, each coven member takes 3d10 psychic damage and is blinded for 24 hours.
A hag coven can have only one hag eye at a time, and creating a new one requires all three members of the coven to perform a ritual. The ritual takes 1 hour, and the hags can't perform it while blinded. During the ritual, if the hags take any action other than performing the ritual, they must start over.",0,,,,,,,,,
209,Nightmare,Large,fiend,,neutral evil,13,68,8d10,"60 ft., fly 90 ft.",18,15,16,10,13,15,,,,,,,,fire,,passive Perception 11,"understands Abyssal, Common, and Infernal but can't speak",3,Confer Fire Resistance,The nightmare can grant resistance to fire damage to anyone riding it.,0,Illumination,The nightmare sheds bright light in a 10-foot radius and dim light for an additional 10 feet.,0,,,,Hooves,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage plus 7 (2d6) fire damage.",6,Ethereal Stride,"The nightmare and up to three willing creatures within 5 feet of it magically enter the Ethereal Plane from the Material Plane, or vice versa.",0,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/209,,,2d8 + 2d6,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Noble,Medium,humanoid,any race,any alignment,15,9,2d8,30 ft.,11,12,11,12,14,16,,,,,,,,,,passive Perception 12,any two languages,0.125,,,,,,,,,,Rapier,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) piercing damage.",3,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/210,,,1d8,,,,,,,,,,,,,5,4,5,,,,,,1,,,,,,,,,,Parry,"The noble adds 2 to its AC against one melee attack that would hit it. To do so, the noble must see the attacker and be wielding a melee weapon.",0,,,,,,,,,,,,,,,,,,,,,
211,Ochre Jelly,Large,ooze,,unaligned,8,45,6d10,"10 ft., climb 10 ft.",15,6,14,2,6,1,,,,,,,acid,"lightning, slashing","blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",,2,Amorphous,The jelly can move through a space as narrow as 1 inch wide without squeezing.,0,Spider Climb,"The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,,,,Pseudopod,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) bludgeoning damage plus 3 (1d6) acid damage.",4,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/211,,,2d6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,Split,"When a jelly that is Medium or larger is subjected to lightning or slashing damage, it splits into two new jellies if it has at least 10 hit points. Each new jelly has hit points equal to half the original jelly's, rounded down. New jellies are one size smaller than the original jelly.",0,,,,,,,,,,,,,,,,,,,,,
212,Octopus,Small,beast,,unaligned,12,3,1d6,"5 ft., swim 30 ft.",4,15,11,3,10,4,,,,,2,,,,,"darkvision 30 ft., passive Perception 12",,0,Hold Breath,"While out of water, the octopus can hold its breath for 30 minutes.",0,Underwater Camouflage,The octopus has advantage on Dexterity (Stealth) checks made while underwater.,0,Water Breathing,The octopus can breathe only underwater.,0,Tentacles,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 1 bludgeoning damage, and the target is grappled (escape DC 10). Until this grapple ends, the octopus can't use its tentacles on another target.",4,Ink Cloud (Recharges after a Short or Long Rest),"A 5-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is heavily obscured for 1 minute, although a significant current can disperse the ink. After releasing the ink, the octopus can use the Dash action as a bonus action.",0,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/212,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Ogre,Large,giant,,chaotic evil,11,59,7d10,40 ft.,19,8,16,5,7,7,,,,,,,,,,"darkvision 60 ft., passive Perception 8","Common, Giant",2,,,,,,,,,,Greatclub,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.",6,Javelin,"Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 11 (2d6 + 4) piercing damage.",6,2d6,4,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/213,,,2d8,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Ogre Zombie,Large,undead,,neutral evil,8,85,9d10,30 ft.,19,6,18,3,6,5,,,0,,,,,poison,poisoned,"darkvision 60 ft., passive Perception 8",understands Common and Giant but can't speak,2,Undead Fortitude,"If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5+the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.",0,,,,,,,Morningstar,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.",6,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/214,,,2d8,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Oni,Large,giant,,lawful evil,16,110,13d10,"30 ft., fly 30 ft.",19,11,16,14,12,15,6,,4,,4,,,,,"darkvision 60 ft., passive Perception 14","Common, Giant",7,Innate Spellcasting,"The oni's innate spellcasting ability is Charisma (spell save DC 13). The oni can innately cast the following spells, requiring no material components:

At will: darkness, invisibility
1/day each: charm person, cone of cold, gaseous form, sleep",0,Magic Weapons,The oni's weapon attacks are magical.,0,Regeneration,The oni regains 10 hit points at the start of its turn if it has at least 1 hit point.,0,Multiattack,"The oni makes two attacks, either with its claws or its glaive.",0,Claw (Oni Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage.",7,1d8,4,Glaive,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) slashing damage, or 9 (1d10 + 4) slashing damage in Small or Medium form.",7,2d10,4,Change Shape,"The oni magically polymorphs into a Small or Medium humanoid, into a Large giant, or back into its true form. Other than its size, its statistics are the same in each form. The only equipment that is transformed is its glaive, which shrinks so that it can be wielded in humanoid form. If the oni dies, it reverts to its true form, and its glaive reverts to its normal size.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/215,,,,3,5,,,,,,,,,,,,,8,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Orc,Medium,humanoid,orc,chaotic evil,13,15,2d8,30 ft.,16,12,16,7,11,10,,,,,,,,,,"darkvision 60 ft., passive Perception 10","Common, Orc",0.5,Aggressive,"As a bonus action, the orc can move up to its speed toward a hostile creature that it can see.",0,,,,,,,Greataxe,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 9 (1d12 + 3) slashing damage.",5,Javelin,"Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 6 (1d6 + 3) piercing damage.",5,1d6,3,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/216,,,1d12,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
217,Otyugh,Large,aberration,,neutral,14,114,12d10,30 ft.,16,11,19,6,13,6,7,,,,,,,,,"darkvision 120 ft., passive Perception 11",Otyugh,5,Limited Telepathy,The otyugh can magically transmit simple messages and images to any creature within 120 ft. of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.,0,,,,,,,Multiattack,The otyugh makes three attacks: one with its bite and two with its tentacles.,0,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target's hit point maximum lasts until the disease is cured.",6,2d8,3,Tentacle,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target.",6,1d8,3,Tentacle Slam,"The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh's next turn. On a successful save, the target takes half the bludgeoning damage and isn't stunned.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Owl,Tiny,beast,,unaligned,11,1,1d4,"5 ft., fly 60 ft.",3,13,8,2,12,7,,,,,3,,,,,"darkvision 120 ft., passive Perception 13",,0,Flyby,The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.,0,Keen Hearing and Sight,The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.,0,,,,Talons,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 1 slashing damage.",3,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/218,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Owlbear,Large,monstrosity,,unaligned,13,59,7d10,40 ft.,20,12,17,3,12,7,,,,,3,,,,,"darkvision 60 ft., passive Perception 13",,3,Keen Sight and Smell,The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.,0,,,,,,,Multiattack,The owlbear makes two attacks: one with its beak and one with its claws.,0,Beak,"Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 10 (1d10 + 5) piercing damage.",7,1d10,5,Claws,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.",7,2d8,5,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Panther,Medium,beast,,unaligned,12,13,3d8,"50 ft., climb 40 ft.",14,15,10,3,14,7,,,,,4,,,,,passive Perception 14,,0.25,Keen Smell,The panther has advantage on Wisdom (Perception) checks that rely on smell.,0,Pounce,"If the panther moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the panther can make one bite attack against it as a bonus action.",0,,,,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",4,Claw,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.",4,1d4,2,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/220,,,1d6,,,6,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Pegasus,Large,celestial,,chaotic good,12,59,7d10,"60 ft., fly 90 ft.",18,15,16,10,15,13,,,4,,6,,,,,passive Perception 16,"understands Celestial, Common, Elvish, and Sylvan but can't speak",2,,,,,,,,,,Hooves,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",6,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/221,,,2d6,4,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Phase Spider,Large,monstrosity,,unaligned,13,32,5d10,"30 ft., climb 30 ft.",15,15,12,6,10,6,,,,,,,,,,"darkvision 60 ft., passive Perception 10",,3,Ethereal Jaunt,"As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa.",0,Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,Web Walker,The spider ignores movement restrictions caused by webbing.,0,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 18 (4d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.",4,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/222,,,1d10,,,6,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
